min_price,max_price,average_price,volatility,fd,return_price
22.871000000000002,22.88125,22.8743525,0.0004481001156207243,0.0,0
22.872,22.8736,22.873200000000004,6.995085952117864e-05,285915.00000003155,-5.038393982939351e-05
22.87255,22.878,22.8734825,0.00023826717247798766,71348.47752293928,1.2350698634091371e-05
22.8776,22.881999999999998,22.879095,0.00019231529918455477,103995.88636371079,0.00024537146890500915
22.8555,22.882800000000003,22.880227499999997,0.0011931699542761924,16762.07142856905,4.94993355286603e-05
22.87165,22.883,22.879955,0.0004960674092234969,34269.53612334743,-1.1909846613093223e-05
22.8804,22.884,22.88187,0.00015732979865713402,127121.50000004537,8.369771706283222e-05
22.881,22.88335,22.882074999999997,0.00010270047624613819,194741.06382979944,8.959057978983722e-06
22.8818,22.88485,22.883062499999998,0.00013328635535570353,150052.86885237176,4.315605118857478e-05
22.8612,22.884,22.880725,0.00099647192123502,20070.811403508636,-0.00010214978873548437
22.879550000000002,22.887,22.884052500000003,0.00032555422602699517,61433.69798658853,0.00014542808411888337
22.881700000000002,22.88515,22.884435,0.00015075749084464128,132663.3913044521,1.671469683951589e-05
22.8816,22.894550000000002,22.883362499999997,0.000565913335507558,35341.10038609064,-4.686591563230285e-05
22.8825,22.8861,22.88324,0.0001573203794566991,127129.11111115648,-5.3532342546359005e-06
22.881999999999998,22.88615,22.88366,0.00018135210888480088,110282.69879510731,1.835404426988095e-05
22.88,22.88275,22.881617500000004,0.0001201838113062799,166411.76363621405,-8.925582708336946e-05
22.8799,22.881,22.880334999999995,4.807621916379237e-05,416006.0909087168,-5.604935927318857e-05
22.8803,22.883,22.8808025,0.00011800285413943907,169487.4259258749,2.043239314486796e-05
22.881300000000003,22.884,22.882665000000003,0.00011799324947497417,169501.22222239425,8.140011697585487e-05
22.8833,22.884999999999998,22.884119999999992,7.4287322387734e-05,269224.9411765353,6.358525110555636e-05
22.8819,22.886,22.884852499999997,0.0001791578075496685,111633.42682933499,3.2009096264358516e-05
22.8851,22.88575,22.885512499999997,2.840224792869557e-05,704169.615384332,2.8840037312885585e-05
22.8846,22.886,22.885317500000003,6.117459371058713e-05,326933.1071427895,-8.520674378360288e-06
22.881,22.9012,22.885399999999997,0.0008826588130423375,22658.811881189118,3.6049314148345195e-06
22.877499999999998,22.883699999999997,22.882710000000003,0.00027094692892580297,73815.19354838994,-0.00011754218846924617
22.8818,22.884,22.882700000000003,9.614250066652877e-05,208024.54545435842,-4.3701117567025155e-07
22.881,22.8949,22.8832975,0.0006074299388014152,32925.607913670065,2.6111429158176615e-05
22.8811,22.8958,22.8861775,0.0006423090968337228,31137.65646258235,0.00012585598731990226
22.88,22.8872,22.883225000000003,0.00031464096516120355,63564.51388888022,-0.0001290080005713359
22.879399999999997,22.8823,22.879924999999993,0.00012674866722700798,157792.58620668433,-0.00014421044236597212
22.8795,22.881,22.88006749999999,6.555924714820258e-05,305067.56666665495,6.228167268707983e-06
22.8797,22.8883,22.88171,0.00037584603598250625,53213.27906975956,7.1787375627861e-05
22.8771,22.881500000000003,22.879420000000003,0.00019231256736420573,103997.36363627014,-0.00010007993283712497
22.8765,22.88,22.87785,0.00015298640387968924,130730.5714286107,-6.862062062781801e-05
22.876199999999997,22.878500000000003,22.877744999999997,0.00010053438396158792,198936.91304302,-4.5895921164512406e-06
22.874000000000002,22.8996,22.880339999999997,0.0011188644923981542,17875.265625001968,0.0001134290114694197
22.874000000000002,22.8799,22.876245000000004,0.0002579094602281496,77546.59322037964,-0.00017897461313915838
22.8734,22.88695,22.876935000000003,0.0005922996240535989,33766.69372694071,3.0162292806303963e-05
22.872,22.8934,22.878220000000002,0.0009353874558422754,21381.514018691727,5.617011194897019e-05
22.8764,22.891,22.881405000000008,0.0006380727057625151,31344.390410963322,0.00013921537602162862
22.8645,22.8889,22.877730000000003,0.0010665393813109943,18752.237704918054,-0.00016061076669045263
22.8645,22.881,22.87727,0.0007212399031877766,27730.02424242319,-2.0106889975705704e-05
22.877699999999997,22.883,22.880789999999998,0.0002316353587442505,86342.60377355461,0.0001538645126799741
22.86835,22.881999999999998,22.879240000000003,0.0005966107265800081,33522.69597069994,-6.774241623626681e-05
22.86835,22.881999999999998,22.878337499999994,0.0005966342615584891,33521.37362637758,-3.944624034755324e-05
22.878,22.8836,22.879442500000003,0.0002447612086702357,81712.29464284024,4.82989640313542e-05
22.8781,22.881,22.879247499999995,0.00012675242050685223,157787.91379308453,-8.52293494514147e-06
22.8793,22.883,22.8806625,0.000161708604372731,123679.25675680749,6.184643966131541e-05
22.880499999999998,22.8854,22.883114999999997,0.0002141316861800848,93400.46938770189,0.00010718658168210208
22.883499999999998,22.884999999999998,22.884227499999998,6.554732948709135e-05,305123.0333333218,4.8616632831736595e-05
22.881,22.884500000000003,22.882395,0.00015295601706038643,130756.54285704941,-8.007698752335055e-05
22.8711,22.8913,22.882652500000003,0.0008827647931114043,22656.091584155434,1.1253192683876593e-05
22.884500000000003,22.897,22.889467500000006,0.0005461026998551073,36623.1480000125,0.00029782386460674184
22.87995,22.8926,22.890255,0.0005526369190732352,36190.12648221139,3.44044700906287e-05
22.8853,22.893,22.890625000000007,0.0003363822525597189,59456.16883117026,1.616408379929839e-05
22.884999999999998,22.9068,22.89249999999999,0.0009522769465983397,21002.29357797925,8.191126279793948e-05
22.8911,22.8955,22.893195000000002,0.00019219685150966698,104059.97727280176,3.0359287976891674e-05
22.890700000000002,22.9044,22.893172500000002,0.000598431693990708,33420.68978103046,-9.82824808858544e-07
